Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category
GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,15,15/560,271/16881,0.2666249769259513,100038909/18733/100041146/18173/16177/15018/18726/12010/26409/16190/20947/69550/20926/15040/68137,Gm14548/Pirb/Gm15448/Slc11a1/Il1r1/H2-Q7/Lilra6/B2m/Map3k7/Il4ra/Swap70/Bst2/Supt6/H2-T23/Kdelr1,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000074419/ENSMUSG00000026177/ENSMUSG00000026072/ENSMUSG00000060550/ENSMUSG00000030427/ENSMUSG00000060802/ENSMUSG00000028284/ENSMUSG00000030748/ENSMUSG00000031015/ENSMUSG00000046718/ENSMUSG00000002052/ENSMUSG00000067212/ENSMUSG00000002778,C5
GO_KINASE_REGULATOR_ACTIVITY,12,12/560,202/16881,0.26718199659396585,20304/105855/228775/11789/79566/12484/237782/74370/230233/67974/19087/13001,Ccl5/Nckap1l/Trib3/Apc/Sh3bp5l/Cd24a/Smcr8/Rptor/Elp1/Ccny/Prkar2a/Csnk2b,ENSMUSG00000035042/ENSMUSG00000022488/ENSMUSG00000032715/ENSMUSG00000005871/ENSMUSG00000013646/ENSMUSG00000047139/ENSMUSG00000049323/ENSMUSG00000025583/ENSMUSG00000028431/ENSMUSG00000024286/ENSMUSG00000032601/ENSMUSG00000024387,C5
GO_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,5,5/560,56/16881,0.26837510841265005,19883/79362/11911/14583/18627,Rora/Bhlhe41/Atf4/Gfpt1/Per2,ENSMUSG00000032238/ENSMUSG00000030256/ENSMUSG00000042406/ENSMUSG00000029992/ENSMUSG00000055866,C5
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,5,5/560,56/16881,0.26837510841265005,68732/19240/110253/28006/20740,Carmil1/Tmsb10/Triobp/Washc2/Sptan1,ENSMUSG00000021338/ENSMUSG00000079523/ENSMUSG00000033088/ENSMUSG00000024104/ENSMUSG00000057738,C5
GO_TERTIARY_GRANULE_LUMEN,5,5/560,56/16881,0.26837510841265005,18636/20430/14276/12010/20740,Cfp/Cyfip1/Folr2/B2m/Sptan1,ENSMUSG00000001128/ENSMUSG00000030447/ENSMUSG00000032725/ENSMUSG00000060802/ENSMUSG00000057738,C5
GO_ACTIN_FILAMENT_SEVERING,2,2/560,10/16881,0.27254279604418913,17886/14248,Myh9/Flii,ENSMUSG00000022443/ENSMUSG00000002812,C5
GO_BONE_MINERALIZATION_INVOLVED_IN_BONE_MATURATION,2,2/560,10/16881,0.27254279604418913,16000/105722,Igf1/Ano6,ENSMUSG00000020053/ENSMUSG00000064210,C5
GO_CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR,2,2/560,10/16881,0.27254279604418913,27053/69719,Asns/Cad,ENSMUSG00000029752/ENSMUSG00000013629,C5
GO_CYTOSKELETAL_ANCHORING_AT_PLASMA_MEMBRANE,2,2/560,10/16881,0.27254279604418913,13823/21894,Epb41l3/Tln1,ENSMUSG00000024044/ENSMUSG00000028465,C5
GO_DE_NOVO_NAD_BIOSYNTHETIC_PROCESS,2,2/560,10/16881,0.27254279604418913,70789/66454,Kynu/Nmnat1,ENSMUSG00000026866/ENSMUSG00000028992,C5
GO_DEATH_DOMAIN_BINDING,2,2/560,10/16881,0.27254279604418913,19766/12028,Ripk1/Bax,ENSMUSG00000021408/ENSMUSG00000003873,C5
GO_DICHOTOMOUS_SUBDIVISION_OF_AN_EPITHELIAL_TERMINAL_UNIT,2,2/560,10/16881,0.27254279604418913,18186/67784,Nrp1/Plxnd1,ENSMUSG00000025810/ENSMUSG00000030123,C5
GO_FAT_CELL_PROLIFERATION,2,2/560,10/16881,0.27254279604418913,98496/18627,Pid1/Per2,ENSMUSG00000045658/ENSMUSG00000055866,C5
GO_MICROTUBULE_MINUS_END_BINDING,2,2/560,10/16881,0.27254279604418913,101706/233276,Numa1/Tubgcp5,ENSMUSG00000066306/ENSMUSG00000033790,C5
GO_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON,2,2/560,10/16881,0.27254279604418913,77579/20430,Myh10/Cyfip1,ENSMUSG00000020900/ENSMUSG00000030447,C5
GO_MULTI_ORGANISM_MEMBRANE_ORGANIZATION,2,2/560,10/16881,0.27254279604418913,12774/268373,Ccr5/Ppia,ENSMUSG00000079227/ENSMUSG00000071866,C5
GO_NATURAL_KILLER_CELL_CHEMOTAXIS,2,2/560,10/16881,0.27254279604418913,20304/57266,Ccl5/Cxcl14,ENSMUSG00000035042/ENSMUSG00000021508,C5
GO_NEGATIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS,2,2/560,10/16881,0.27254279604418913,66454/67338,Nmnat1/Rffl,ENSMUSG00000028992/ENSMUSG00000020696,C5
GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,2,2/560,10/16881,0.27254279604418913,17381/434341,Mmp12/Nlrc5,ENSMUSG00000049723/ENSMUSG00000074151,C5
GO_NEUTROPHIL_EXTRAVASATION,2,2/560,10/16881,0.27254279604418913,11501/16177,Adam8/Il1r1,ENSMUSG00000025473/ENSMUSG00000026072,C5
GO_PHOSPHATIDYLCHOLINE_TRANSPORTER_ACTIVITY,2,2/560,10/16881,0.27254279604418913,11303/27403,Abca1/Abca7,ENSMUSG00000015243/ENSMUSG00000035722,C5
GO_PHOSPHOLIPID_SCRAMBLASE_ACTIVITY,2,2/560,10/16881,0.27254279604418913,70310/105722,Plscr3/Ano6,ENSMUSG00000019461/ENSMUSG00000064210,C5
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION,2,2/560,10/16881,0.27254279604418913,216001/229877,Micu1/Rap1gds1,ENSMUSG00000020111/ENSMUSG00000028149,C5
GO_PROTEIN_TAG,2,2/560,10/16881,0.27254279604418913,78294/66177,Rps27a/Ubl5,ENSMUSG00000020460/ENSMUSG00000084786,C5
GO_RDNA_BINDING,2,2/560,10/16881,0.27254279604418913,74370/233863,Rptor/Gtf3c1,ENSMUSG00000025583/ENSMUSG00000032777,C5
GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE,2,2/560,10/16881,0.27254279604418913,114128/66889,Laptm4b/Rnf128,ENSMUSG00000022257/ENSMUSG00000031438,C5
GO_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION,2,2/560,10/16881,0.27254279604418913,18733/100041146,Pirb/Gm15448,ENSMUSG00000058818/ENSMUSG00000074419,C5
GO_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY,2,2/560,10/16881,0.27254279604418913,12273/15519,C5ar1/Hsp90aa1,ENSMUSG00000049130/ENSMUSG00000021270,C5
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY,2,2/560,10/16881,0.27254279604418913,100038909/18726,Gm14548/Lilra6,ENSMUSG00000074417/ENSMUSG00000030427,C5
GO_RESPONSE_TO_INTERLEUKIN_9,2,2/560,10/16881,0.27254279604418913,20846/20848,Stat1/Stat3,ENSMUSG00000026104/ENSMUSG00000004040,C5
GO_SUBSTRATE_DEPENDENT_CELL_MIGRATION_CELL_EXTENSION,2,2/560,10/16881,0.27254279604418913,18186/77579,Nrp1/Myh10,ENSMUSG00000025810/ENSMUSG00000020900,C5
GO_SURFACTANT_HOMEOSTASIS,2,2/560,10/16881,0.27254279604418913,210992/13819,Lpcat1/Epas1,ENSMUSG00000021608/ENSMUSG00000024140,C5
GO_SYNAPSE_PRUNING,2,2/560,10/16881,0.27254279604418913,16409/12568,Itgam/Cdk5,ENSMUSG00000030786/ENSMUSG00000028969,C5
GO_U4_SNRNP,2,2/560,10/16881,0.27254279604418913,107686/20641,Snrpd2/Snrpd1,ENSMUSG00000040824/ENSMUSG00000002477,C5
GO_VINCULIN_BINDING,2,2/560,10/16881,0.27254279604418913,21894/19303,Tln1/Pxn,ENSMUSG00000028465/ENSMUSG00000029528,C5
GO_APOPTOTIC_DNA_FRAGMENTATION,3,3/560,23/16881,0.27254279604418913,13421/66454/12028,Dnase1l3/Nmnat1/Bax,ENSMUSG00000025279/ENSMUSG00000028992/ENSMUSG00000003873,C5
GO_EOSINOPHIL_MIGRATION,3,3/560,23/16881,0.27254279604418913,11501/20304/20308,Adam8/Ccl5/Ccl9,ENSMUSG00000025473/ENSMUSG00000035042/ENSMUSG00000019122,C5
GO_HEMATOPOIETIC_STEM_CELL_PROLIFERATION,3,3/560,23/16881,0.27254279604418913,53890/14013/23807,Sart3/Mecom/Arih2,ENSMUSG00000018974/ENSMUSG00000027684/ENSMUSG00000064145,C5
GO_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION,3,3/560,23/16881,0.27254279604418913,101706/17979/19207,Numa1/Ncoa3/Ptch2,ENSMUSG00000066306/ENSMUSG00000027678/ENSMUSG00000028681,C5
GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS,3,3/560,23/16881,0.27254279604418913,19172/19177/19170,Psmb4/Psmb7/Psmb1,ENSMUSG00000005779/ENSMUSG00000026750/ENSMUSG00000014769,C5
GO_PROTEIN_LOCALIZATION_TO_ENDOSOME,3,3/560,23/16881,0.27254279604418913,54473/18186/28006,Tollip/Nrp1/Washc2,ENSMUSG00000025139/ENSMUSG00000025810/ENSMUSG00000024104,C5
GO_REGULATION_OF_AMYLOID_BETA_FORMATION,3,3/560,23/16881,0.27254279604418913,16000/11816/27403,Igf1/Apoe/Abca7,ENSMUSG00000020053/ENSMUSG00000002985/ENSMUSG00000035722,C5
GO_CHEMOKINE_ACTIVITY,4,4/560,39/16881,0.27254279604418913,20304/66102/20308/57266,Ccl5/Cxcl16/Ccl9/Cxcl14,ENSMUSG00000035042/ENSMUSG00000018920/ENSMUSG00000019122/ENSMUSG00000021508,C5
GO_REGULATION_OF_VACUOLE_ORGANIZATION,4,4/560,39/16881,0.27254279604418913,114128/237782/74302/100855,Laptm4b/Smcr8/Mtmr3/Tbc1d14,ENSMUSG00000022257/ENSMUSG00000049323/ENSMUSG00000034354/ENSMUSG00000029192,C5
GO_LATERAL_PLASMA_MEMBRANE,5,5/560,57/16881,0.27254279604418913,101706/17913/404710/11789/108903,Numa1/Myo1c/Iqgap3/Apc/Tbcd,ENSMUSG00000066306/ENSMUSG00000017774/ENSMUSG00000028068/ENSMUSG00000005871/ENSMUSG00000039230,C5
GO_LYMPHOCYTE_CHEMOTAXIS,5,5/560,57/16881,0.27254279604418913,11501/20304/66102/20308/57266,Adam8/Ccl5/Cxcl16/Ccl9/Cxcl14,ENSMUSG00000025473/ENSMUSG00000035042/ENSMUSG00000018920/ENSMUSG00000019122/ENSMUSG00000021508,C5
GO_ENDOSOME_ORGANIZATION,6,6/560,76/16881,0.27254279604418913,114128/102058/235567/66508/99371/68953,Laptm4b/Exoc8/Dnajc13/Lamtor1/Arfgef2/Chmp2a,ENSMUSG00000022257/ENSMUSG00000074030/ENSMUSG00000032560/ENSMUSG00000030842/ENSMUSG00000074582/ENSMUSG00000033916,C5
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA,6,6/560,76/16881,0.27254279604418913,29806/13819/78294/19172/19177/19170,Limd1/Epas1/Rps27a/Psmb4/Psmb7/Psmb1,ENSMUSG00000025239/ENSMUSG00000024140/ENSMUSG00000020460/ENSMUSG00000005779/ENSMUSG00000026750/ENSMUSG00000014769,C5
GO_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE,7,7/560,95/16881,0.27254279604418913,110557/15018/15015/66890/12010/227648/15040,H2-Q6/H2-Q7/H2-Q4/Lman2/B2m/Sec16a/H2-T23,ENSMUSG00000073409/ENSMUSG00000060550/ENSMUSG00000035929/ENSMUSG00000021484/ENSMUSG00000060802/ENSMUSG00000026924/ENSMUSG00000067212,C5
GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,7,7/560,95/16881,0.27254279604418913,100038909/18733/100041146/105855/18726/16190/15040,Gm14548/Pirb/Gm15448/Nckap1l/Lilra6/Il4ra/H2-T23,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000074419/ENSMUSG00000022488/ENSMUSG00000030427/ENSMUSG00000030748/ENSMUSG00000067212,C5
GO_REGULATION_OF_CELL_MATRIX_ADHESION,8,8/560,116/16881,0.27254279604418913,17387/18186/21825/17381/76509/19271/68606/16449,Mmp14/Nrp1/Thbs1/Mmp12/Plet1/Ptprj/Ppm1f/Jag1,ENSMUSG00000000957/ENSMUSG00000025810/ENSMUSG00000040152/ENSMUSG00000049723/ENSMUSG00000032068/ENSMUSG00000025314/ENSMUSG00000026181/ENSMUSG00000027276,C5
GO_TOR_SIGNALING,8,8/560,116/16881,0.27254279604418913,237782/74370/20104/67338/66508/98402/68576/75425,Smcr8/Rptor/Rps6/Rffl/Lamtor1/Sh3bp4/Lamtor5/Tti1,ENSMUSG00000049323/ENSMUSG00000025583/ENSMUSG00000028495/ENSMUSG00000020696/ENSMUSG00000030842/ENSMUSG00000036206/ENSMUSG00000087260/ENSMUSG00000027650,C5
GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,9,9/560,137/16881,0.27254279604418913,100038909/18733/229521/100041146/17381/18726/20846/16168/26390,Gm14548/Pirb/Syt11/Gm15448/Mmp12/Lilra6/Stat1/Il15/Mapkbp1,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000068923/ENSMUSG00000074419/ENSMUSG00000049723/ENSMUSG00000030427/ENSMUSG00000026104/ENSMUSG00000031712/ENSMUSG00000033902,C5
GO_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY,10,10/560,160/16881,0.27254279604418913,50933/13038/666468/244144/22225/12334/71472/66085/13039/170822,Uchl3/Ctsk/Atg4a/Usp35/Usp5/Capn2/Usp19/Eif3f/Ctsl/Usp33,ENSMUSG00000022111/ENSMUSG00000028111/ENSMUSG00000079418/ENSMUSG00000035713/ENSMUSG00000038429/ENSMUSG00000026509/ENSMUSG00000006676/ENSMUSG00000031029/ENSMUSG00000021477/ENSMUSG00000025437,C5
GO_DEFENSE_RESPONSE_TO_VIRUS,13,13/560,228/16881,0.27254279604418913,100038909/18733/332579/100041146/17381/11810/18726/20846/192176/16168/69550/56417/434341,Gm14548/Pirb/Card9/Gm15448/Mmp12/Apobec1/Lilra6/Stat1/Flna/Il15/Bst2/Adar/Nlrc5,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000026928/ENSMUSG00000074419/ENSMUSG00000049723/ENSMUSG00000040613/ENSMUSG00000030427/ENSMUSG00000026104/ENSMUSG00000031328/ENSMUSG00000031712/ENSMUSG00000046718/ENSMUSG00000027951/ENSMUSG00000074151,C5
GO_PHOSPHOLIPID_METABOLIC_PROCESS,14,14/560,250/16881,0.27254279604418913,12978/210992/170835/52123/27226/104718/14255/16330/54384/74302/18782/225845/16332/225049,Csf1r/Lpcat1/Inpp5j/Agpat5/Pla2g7/Ttc7b/Flt3/Inpp5b/Mtmr7/Mtmr3/Pla2g2d/Plaat3/Inppl1/Ttc7,ENSMUSG00000024621/ENSMUSG00000021608/ENSMUSG00000034570/ENSMUSG00000031467/ENSMUSG00000023913/ENSMUSG00000033530/ENSMUSG00000042817/ENSMUSG00000028894/ENSMUSG00000039431/ENSMUSG00000034354/ENSMUSG00000041202/ENSMUSG00000060675/ENSMUSG00000032737/ENSMUSG00000036918,C5
GO_NEGATIVE_REGULATION_OF_CELL_MOTILITY,17,17/560,321/16881,0.27254279604418913,66082/53614/214968/21825/74748/11816/243362/19271/223650/20848/77044/64652/69550/13001/109934/16449/338366,Abhd6/Reck/Sema6d/Thbs1/Slamf8/Apoe/Stard13/Ptprj/Eppk1/Stat3/Arid2/Nisch/Bst2/Csnk2b/Abr/Jag1/Mia3,ENSMUSG00000025277/ENSMUSG00000028476/ENSMUSG00000027200/ENSMUSG00000040152/ENSMUSG00000053318/ENSMUSG00000002985/ENSMUSG00000016128/ENSMUSG00000025314/ENSMUSG00000115388/ENSMUSG00000004040/ENSMUSG00000033237/ENSMUSG00000021910/ENSMUSG00000046718/ENSMUSG00000024387/ENSMUSG00000017631/ENSMUSG00000027276/ENSMUSG00000056050,C5
GO_NEGATIVE_REGULATION_OF_LOCOMOTION,19,19/560,369/16881,0.27254279604418913,66082/20354/53614/214968/18186/21825/74748/11816/243362/19271/223650/20848/77044/64652/69550/13001/109934/16449/338366,Abhd6/Sema4d/Reck/Sema6d/Nrp1/Thbs1/Slamf8/Apoe/Stard13/Ptprj/Eppk1/Stat3/Arid2/Nisch/Bst2/Csnk2b/Abr/Jag1/Mia3,ENSMUSG00000025277/ENSMUSG00000021451/ENSMUSG00000028476/ENSMUSG00000027200/ENSMUSG00000025810/ENSMUSG00000040152/ENSMUSG00000053318/ENSMUSG00000002985/ENSMUSG00000016128/ENSMUSG00000025314/ENSMUSG00000115388/ENSMUSG00000004040/ENSMUSG00000033237/ENSMUSG00000021910/ENSMUSG00000046718/ENSMUSG00000024387/ENSMUSG00000017631/ENSMUSG00000027276/ENSMUSG00000056050,C5
GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,19,19/560,370/16881,0.27254279604418913,15925/210992/11501/114128/80280/228775/64209/11789/11816/66889/192176/22225/18126/71472/15519/23807/216440/18263/19359,Ide/Lpcat1/Adam8/Laptm4b/Cdk5rap3/Trib3/Herpud1/Apc/Apoe/Rnf128/Flna/Usp5/Nos2/Usp19/Hsp90aa1/Arih2/Os9/Odc1/Rad23b,ENSMUSG00000056999/ENSMUSG00000021608/ENSMUSG00000025473/ENSMUSG00000022257/ENSMUSG00000018669/ENSMUSG00000032715/ENSMUSG00000031770/ENSMUSG00000005871/ENSMUSG00000002985/ENSMUSG00000031438/ENSMUSG00000031328/ENSMUSG00000038429/ENSMUSG00000020826/ENSMUSG00000006676/ENSMUSG00000021270/ENSMUSG00000064145/ENSMUSG00000040462/ENSMUSG00000011179/ENSMUSG00000028426,C5
GO_RESPONSE_TO_PEPTIDE_HORMONE,21,21/560,420/16881,0.27254279604418913,15925/98496/18751/23921/19262/17913/11810/228775/20846/20430/11789/23886/21871/19267/19087/20848/16332/16452/19303/16548/69719,Ide/Pid1/Prkcb/Sh2b2/Ptpra/Myo1c/Apobec1/Trib3/Stat1/Cyfip1/Apc/Gdf15/Atp6v0a2/Ptpre/Prkar2a/Stat3/Inppl1/Jak2/Pxn/Khk/Cad,ENSMUSG00000056999/ENSMUSG00000045658/ENSMUSG00000052889/ENSMUSG00000005057/ENSMUSG00000027303/ENSMUSG00000017774/ENSMUSG00000040613/ENSMUSG00000032715/ENSMUSG00000026104/ENSMUSG00000030447/ENSMUSG00000005871/ENSMUSG00000038508/ENSMUSG00000038023/ENSMUSG00000041836/ENSMUSG00000032601/ENSMUSG00000004040/ENSMUSG00000032737/ENSMUSG00000024789/ENSMUSG00000029528/ENSMUSG00000029162/ENSMUSG00000013629,C5
GO_STEROID_BINDING,7,7/560,97/16881,0.27777859586266324,232975/71720/11303/74229/19126/19883/11816,Atp1a3/Osbpl3/Abca1/Paqr8/Prom1/Rora/Apoe,ENSMUSG00000040907/ENSMUSG00000029822/ENSMUSG00000015243/ENSMUSG00000025931/ENSMUSG00000029086/ENSMUSG00000032238/ENSMUSG00000002985,C5
GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION,13,13/560,229/16881,0.27777859586266324,64095/11303/215632/14744/23921/18186/16000/11816/277360/99371/18129/109934/16452,Gpr35/Abca1/Psd4/Gpr65/Sh2b2/Nrp1/Igf1/Apoe/Prex1/Arfgef2/Notch2/Abr/Jak2,ENSMUSG00000026271/ENSMUSG00000015243/ENSMUSG00000026979/ENSMUSG00000021886/ENSMUSG00000005057/ENSMUSG00000025810/ENSMUSG00000020053/ENSMUSG00000002985/ENSMUSG00000039621/ENSMUSG00000074582/ENSMUSG00000027878/ENSMUSG00000017631/ENSMUSG00000024789,C5
GO_HOMOTYPIC_CELL_CELL_ADHESION,6,6/560,77/16881,0.2778210792312193,20304/20910/12527/192176/21894/17886,Ccl5/Stxbp1/Cd9/Flna/Tln1/Myh9,ENSMUSG00000035042/ENSMUSG00000026797/ENSMUSG00000030342/ENSMUSG00000031328/ENSMUSG00000028465/ENSMUSG00000022443,C5
GO_INCLUSION_BODY,6,6/560,77/16881,0.2778210792312193,24108/64209/72145/11911/70673/15194,Ubd/Herpud1/Wdfy3/Atf4/Prdm16/Htt,ENSMUSG00000035186/ENSMUSG00000031770/ENSMUSG00000043940/ENSMUSG00000042406/ENSMUSG00000039410/ENSMUSG00000029104,C5
GO_CYTOLYSIS,4,4/560,40/16881,0.27799047830333823,100038909/18733/100041146/18726,Gm14548/Pirb/Gm15448/Lilra6,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000074419/ENSMUSG00000030427,C5
GO_POSITIVE_REGULATION_OF_AXON_EXTENSION,4,4/560,40/16881,0.27799047830333823,18186/20430/14268/12561,Nrp1/Cyfip1/Fn1/Cdh4,ENSMUSG00000025810/ENSMUSG00000030447/ENSMUSG00000026193/ENSMUSG00000000305,C5
GO_GLUCOSE_METABOLIC_PROCESS,8,8/560,118/16881,0.27799047830333823,72141/19883/16000/64652/16332/16548/69802/231841,Adpgk/Rora/Igf1/Nisch/Inppl1/Khk/Cox11/Brat1,ENSMUSG00000025236/ENSMUSG00000032238/ENSMUSG00000020053/ENSMUSG00000021910/ENSMUSG00000032737/ENSMUSG00000029162/ENSMUSG00000020544/ENSMUSG00000000148,C5
GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,8,8/560,118/16881,0.27799047830333823,232975/11303/54219/11305/27403/21871/17250/228033,Atp1a3/Abca1/Cd320/Abca2/Abca7/Atp6v0a2/Abcc1/Atp5g3,ENSMUSG00000040907/ENSMUSG00000015243/ENSMUSG00000002308/ENSMUSG00000026944/ENSMUSG00000035722/ENSMUSG00000038023/ENSMUSG00000023088/ENSMUSG00000018770,C5
GO_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION,5,5/560,58/16881,0.27839572920308386,13038/101706/17979/19207/13039,Ctsk/Numa1/Ncoa3/Ptch2/Ctsl,ENSMUSG00000028111/ENSMUSG00000066306/ENSMUSG00000027678/ENSMUSG00000028681/ENSMUSG00000021477,C5
GO_CELL_GROWTH,23,23/560,472/16881,0.279550227766896,20354/13823/17387/66102/214968/18186/11658/14199/16000/20430/11816/14268/74370/54616/19271/12561/66508/69550/15519/98402/23807/12568/231841,Sema4d/Epb41l3/Mmp14/Cxcl16/Sema6d/Nrp1/Alcam/Fhl1/Igf1/Cyfip1/Apoe/Fn1/Rptor/Extl3/Ptprj/Cdh4/Lamtor1/Bst2/Hsp90aa1/Sh3bp4/Arih2/Cdk5/Brat1,ENSMUSG00000021451/ENSMUSG00000024044/ENSMUSG00000000957/ENSMUSG00000018920/ENSMUSG00000027200/ENSMUSG00000025810/ENSMUSG00000022636/ENSMUSG00000023092/ENSMUSG00000020053/ENSMUSG00000030447/ENSMUSG00000002985/ENSMUSG00000026193/ENSMUSG00000025583/ENSMUSG00000021978/ENSMUSG00000025314/ENSMUSG00000000305/ENSMUSG00000030842/ENSMUSG00000046718/ENSMUSG00000021270/ENSMUSG00000036206/ENSMUSG00000064145/ENSMUSG00000028969/ENSMUSG00000000148,C5
GO_MOTOR_NEURON_AXON_GUIDANCE,3,3/560,24/16881,0.2811823756276724,18186/11658/12568,Nrp1/Alcam/Cdk5,ENSMUSG00000025810/ENSMUSG00000022636/ENSMUSG00000028969,C5
GO_PHAGOCYTIC_CUP,3,3/560,24/16881,0.2811823756276724,229521/246177/27403,Syt11/Myo1g/Abca7,ENSMUSG00000068923/ENSMUSG00000020437/ENSMUSG00000035722,C5
GO_POLYOL_CATABOLIC_PROCESS,3,3/560,24/16881,0.2811823756276724,170835/16330/54384,Inpp5j/Inpp5b/Mtmr7,ENSMUSG00000034570/ENSMUSG00000028894/ENSMUSG00000039431,C5
GO_POSITIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING,3,3/560,24/16881,0.2811823756276724,29806/20848/19766,Limd1/Stat3/Ripk1,ENSMUSG00000025239/ENSMUSG00000004040/ENSMUSG00000021408,C5
GO_REGION_OF_CYTOSOL,3,3/560,24/16881,0.2811823756276724,18751/18797/15194,Prkcb/Plcb3/Htt,ENSMUSG00000052889/ENSMUSG00000024960/ENSMUSG00000029104,C5
GO_REGULATION_OF_CELLULAR_EXTRAVASATION,3,3/560,24/16881,0.2811823756276724,11501/16177/109934,Adam8/Il1r1/Abr,ENSMUSG00000025473/ENSMUSG00000026072/ENSMUSG00000017631,C5
GO_RESPONSE_TO_DIETARY_EXCESS,3,3/560,24/16881,0.2811823756276724,11554/11816/23886,Adrb1/Apoe/Gdf15,ENSMUSG00000035283/ENSMUSG00000002985/ENSMUSG00000038508,C5
GO_ADHERENS_JUNCTION_ORGANIZATION,9,9/560,140/16881,0.2811823756276724,54725/17387/18186/434204/21825/19271/108903/12561/68606,Cadm1/Mmp14/Nrp1/Whamm/Thbs1/Ptprj/Tbcd/Cdh4/Ppm1f,ENSMUSG00000032076/ENSMUSG00000000957/ENSMUSG00000025810/ENSMUSG00000045795/ENSMUSG00000040152/ENSMUSG00000025314/ENSMUSG00000039230/ENSMUSG00000000305/ENSMUSG00000026181,C5
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,19,19/560,374/16881,0.2828034940952143,100038909/102657/18733/58205/11501/100041146/20304/17387/54219/15018/105855/18726/16000/15000/12484/16168/16190/15040/100038947,Gm14548/Cd276/Pirb/Pdcd1lg2/Adam8/Gm15448/Ccl5/Mmp14/Cd320/H2-Q7/Nckap1l/Lilra6/Igf1/H2-DMb2/Cd24a/Il15/Il4ra/H2-T23/Sirpb1c,ENSMUSG00000074417/ENSMUSG00000035914/ENSMUSG00000058818/ENSMUSG00000016498/ENSMUSG00000025473/ENSMUSG00000074419/ENSMUSG00000035042/ENSMUSG00000000957/ENSMUSG00000002308/ENSMUSG00000060550/ENSMUSG00000022488/ENSMUSG00000030427/ENSMUSG00000020053/ENSMUSG00000037548/ENSMUSG00000047139/ENSMUSG00000031712/ENSMUSG00000030748/ENSMUSG00000067212/ENSMUSG00000074677,C5
GO_AMYLOID_BETA_BINDING,6,6/560,78/16881,0.28561680548108825,232975/15925/18733/16409/100041146/11816,Atp1a3/Ide/Pirb/Itgam/Gm15448/Apoe,ENSMUSG00000040907/ENSMUSG00000056999/ENSMUSG00000058818/ENSMUSG00000030786/ENSMUSG00000074419/ENSMUSG00000002985,C5
GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,6,6/560,78/16881,0.28561680548108825,97761/67581/320487/100855/11736/28006,Sgsm2/Tbc1d23/Heatr5a/Tbc1d14/Ankfy1/Washc2,ENSMUSG00000038351/ENSMUSG00000022749/ENSMUSG00000035181/ENSMUSG00000029192/ENSMUSG00000020790/ENSMUSG00000024104,C5
