Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,module
HALLMARK_GLYCOLYSIS,1,1/18,200/4395,0.5756539728621005,12368,Casp6,ENSMUSG00000027997,H,16
HALLMARK_MYOGENESIS,1,1/18,200/4395,0.5756539728621005,12865,Cox7a1,ENSMUSG00000074218,H,16
HALLMARK_P53_PATHWAY,1,1/18,200/4395,0.5756539728621005,13198,Ddit3,ENSMUSG00000025408,H,16
HALLMARK_ALLOGRAFT_REJECTION,1,1/18,204/4395,0.5756539728621005,16168,Il15,ENSMUSG00000031712,H,16
HALLMARK_TNFA_SIGNALING_VIA_NFKB,9,9/25,200/4395,2.1988824778664867e-5,12977/11303/20971/22339/22029/19225/20304/21950/19347,Csf1/Abca1/Sdc4/Vegfa/Traf1/Ptgs2/Ccl5/Tnfsf9/Dennd5a,ENSMUSG00000014599/ENSMUSG00000015243/ENSMUSG00000017009/ENSMUSG00000023951/ENSMUSG00000026875/ENSMUSG00000032487/ENSMUSG00000035042/ENSMUSG00000035678/ENSMUSG00000035901,H,17
HALLMARK_INTERFERON_GAMMA_RESPONSE,7,7/25,208/4395,0.001615562203035568,16421/50523/12494/236573/27007/19225/20304,Itgb7/Lats2/Cd38/Gbp9/Klrk1/Ptgs2/Ccl5,ENSMUSG00000001281/ENSMUSG00000021959/ENSMUSG00000029084/ENSMUSG00000029298/ENSMUSG00000030149/ENSMUSG00000032487/ENSMUSG00000035042,H,17
HALLMARK_INFLAMMATORY_RESPONSE,6,6/25,199/4395,0.006640232754913983,12977/11303/54483/19419/20304/21950,Csf1/Abca1/Mefv/Rasgrp1/Ccl5/Tnfsf9,ENSMUSG00000014599/ENSMUSG00000015243/ENSMUSG00000022534/ENSMUSG00000027347/ENSMUSG00000035042/ENSMUSG00000035678,H,17
HALLMARK_IL2_STAT5_SIGNALING,5,5/25,200/4395,0.03392948532807215,11492/12977/22029/20947/19347,Adam19/Csf1/Traf1/Swap70/Dennd5a,ENSMUSG00000011256/ENSMUSG00000014599/ENSMUSG00000026875/ENSMUSG00000031015/ENSMUSG00000035901,H,17
HALLMARK_COMPLEMENT,4,4/25,197/4395,0.13711104881063832,19419/69181/20304/16923,Rasgrp1/Dyrk2/Ccl5/Sh2b3,ENSMUSG00000027347/ENSMUSG00000028630/ENSMUSG00000035042/ENSMUSG00000042594,H,17
HALLMARK_IL6_JAK_STAT3_SIGNALING,2,2/25,88/4395,0.38861295701840604,12977/12494,Csf1/Cd38,ENSMUSG00000014599/ENSMUSG00000029084,H,17
HALLMARK_HYPOXIA,3,3/25,201/4395,0.38861295701840604,20971/74185/22339,Sdc4/Gbe1/Vegfa,ENSMUSG00000017009/ENSMUSG00000022707/ENSMUSG00000023951,H,17
HALLMARK_KRAS_SIGNALING_UP,3,3/25,204/4395,0.38861295701840604,22029/19225/74145,Traf1/Ptgs2/F13a1,ENSMUSG00000026875/ENSMUSG00000032487/ENSMUSG00000039109,H,17
HALLMARK_ANGIOGENESIS,1,1/25,36/4395,0.5403260835409006,22339,Vegfa,ENSMUSG00000023951,H,17
HALLMARK_HEDGEHOG_SIGNALING,1,1/25,36/4395,0.5403260835409006,22339,Vegfa,ENSMUSG00000023951,H,17
HALLMARK_PROTEIN_SECRETION,1,1/25,96/4395,0.6998601714399943,11303,Abca1,ENSMUSG00000015243,H,17
HALLMARK_INTERFERON_ALPHA_RESPONSE,1,1/25,102/4395,0.6998601714399943,12977,Csf1,ENSMUSG00000014599,H,17
HALLMARK_BILE_ACID_METABOLISM,1,1/25,113/4395,0.6998601714399943,11303,Abca1,ENSMUSG00000015243,H,17
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1/25,113/4395,0.6998601714399943,22339,Vegfa,ENSMUSG00000023951,H,17
HALLMARK_APOPTOSIS,1,1/25,161/4395,0.6998601714399943,12494,Cd38,ENSMUSG00000029084,H,17
HALLMARK_UV_RESPONSE_UP,1,1/25,162/4395,0.6998601714399943,19419,Rasgrp1,ENSMUSG00000027347,H,17
HALLMARK_HEME_METABOLISM,1,1/25,195/4395,0.6998601714399943,338523,Kdm7a,ENSMUSG00000042599,H,17
HALLMARK_APICAL_JUNCTION,1,1/25,199/4395,0.6998601714399943,22029,Traf1,ENSMUSG00000026875,H,17
HALLMARK_ESTROGEN_RESPONSE_EARLY,1,1/25,200/4395,0.6998601714399943,19419,Rasgrp1,ENSMUSG00000027347,H,17
HALLMARK_GLYCOLYSIS,1,1/25,200/4395,0.6998601714399943,22339,Vegfa,ENSMUSG00000023951,H,17
HALLMARK_MTORC1_SIGNALING,1,1/25,200/4395,0.6998601714399943,74185,Gbe1,ENSMUSG00000022707,H,17
HALLMARK_MYOGENESIS,1,1/25,200/4395,0.6998601714399943,21924,Tnnc1,ENSMUSG00000091898,H,17
HALLMARK_P53_PATHWAY,1,1/25,200/4395,0.6998601714399943,21950,Tnfsf9,ENSMUSG00000035678,H,17
HALLMARK_XENOBIOTIC_METABOLISM,1,1/25,202/4395,0.6998601714399943,17155,Man1a,ENSMUSG00000003746,H,17
HALLMARK_KRAS_SIGNALING_DN,1,1/25,205/4395,0.6998601714399943,54483,Mefv,ENSMUSG00000022534,H,17
HALLMARK_ESTROGEN_RESPONSE_LATE,1,1/25,206/4395,0.6998601714399943,21924,Tnnc1,ENSMUSG00000091898,H,17
HALLMARK_ADIPOGENESIS,2,2/25,200/4395,0.6998601714399943,11303/74185,Abca1/Gbe1,ENSMUSG00000015243/ENSMUSG00000022707,H,17
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2,2/25,200/4395,0.6998601714399943,20971/22339,Sdc4/Vegfa,ENSMUSG00000017009/ENSMUSG00000023951,H,17
HALLMARK_ALLOGRAFT_REJECTION,2,2/25,204/4395,0.6998601714399943,12977/20304,Csf1/Ccl5,ENSMUSG00000014599/ENSMUSG00000035042,H,17
