Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,subcategory,module
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,9,9/143,210/5055,0.5746599200250644,76884/16404/18718/241226/404710/237860/18707/12475/381924,Cyfip2/Itga7/Pip4k2a/Itga8/Iqgap3/Ssh2/Pik3cd/Cd14/Itgad,ENSMUSG00000020340/ENSMUSG00000025348/ENSMUSG00000026737/ENSMUSG00000026768/ENSMUSG00000028068/ENSMUSG00000037926/ENSMUSG00000039936/ENSMUSG00000051439/ENSMUSG00000070369,C2,CP:KEGG,3
KEGG_MAPK_SIGNALING_PATHWAY,11,11/143,263/5055,0.5746599200250644,26399/286940/13714/19419/18019/26409/70686/192176/12475/19043/76089,Map2k6/Flnb/Elk4/Rasgrp1/Nfatc2/Map3k7/Dusp16/Flna/Cd14/Ppm1b/Rapgef2,ENSMUSG00000020623/ENSMUSG00000025278/ENSMUSG00000026436/ENSMUSG00000027347/ENSMUSG00000027544/ENSMUSG00000028284/ENSMUSG00000030203/ENSMUSG00000031328/ENSMUSG00000051439/ENSMUSG00000061130/ENSMUSG00000062232,C2,CP:KEGG,3
KEGG_NOTCH_SIGNALING_PATHWAY,3,3/143,47/5055,0.5867832327541813,16449/18129/433586,Jag1/Notch2/Maml3,ENSMUSG00000027276/ENSMUSG00000027878/ENSMUSG00000061143,C2,CP:KEGG,3
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,3,3/143,49/5055,0.6215939115551403,56417/70428/20304,Adar/Polr3b/Ccl5,ENSMUSG00000027951/ENSMUSG00000034453/ENSMUSG00000035042,C2,CP:KEGG,3
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,4,4/143,83/5055,0.7805595542598572,11421/16404/241226/20541,Ace/Itga7/Itga8/Slc8a1,ENSMUSG00000020681/ENSMUSG00000025348/ENSMUSG00000026768/ENSMUSG00000054640,C2,CP:KEGG,3
KEGG_CALCIUM_SIGNALING_PATHWAY,7,7/143,174/5055,0.8098518562876083,18436/18126/18797/12494/110094/15466/20541,P2rx1/Nos2/Plcb3/Cd38/Phka2/Hrh2/Slc8a1,ENSMUSG00000020787/ENSMUSG00000020826/ENSMUSG00000024960/ENSMUSG00000029084/ENSMUSG00000031295/ENSMUSG00000034987/ENSMUSG00000054640,C2,CP:KEGG,3
KEGG_PRION_DISEASES,2,2/143,34/5055,0.8390276700507172,226519/20304,Lamc1/Ccl5,ENSMUSG00000026478/ENSMUSG00000035042,C2,CP:KEGG,3
KEGG_COLORECTAL_CANCER,3,3/143,62/5055,0.8390276700507172,17686/17127/18707,Msh3/Smad3/Pik3cd,ENSMUSG00000014850/ENSMUSG00000032402/ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,5,5/143,120/5055,0.8390276700507172,54446/18019/18021/18018/18707,Nfat5/Nfatc2/Nfatc3/Nfatc1/Pik3cd,ENSMUSG00000003847/ENSMUSG00000027544/ENSMUSG00000031902/ENSMUSG00000033016/ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_ENDOCYTOSIS,7,7/143,182/5055,0.8390276700507172,16590/17295/215632/20779/13858/320129/78618,Kit/Met/Psd4/Src/Eps15/Grk3/Acap2,ENSMUSG00000005672/ENSMUSG00000009376/ENSMUSG00000026979/ENSMUSG00000027646/ENSMUSG00000028552/ENSMUSG00000042249/ENSMUSG00000049076,C2,CP:KEGG,3
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,2,2/143,36/5055,0.8462584969574468,13852/74732,Stx2/Stx11,ENSMUSG00000029428/ENSMUSG00000039232,C2,CP:KEGG,3
KEGG_SPLICEOSOME,5,5/143,123/5055,0.8462584969574468,72047/56070/71713/11834/27967,Ddx42/Tcerg1/Cdc40/Aqr/Cherp,ENSMUSG00000020705/ENSMUSG00000024498/ENSMUSG00000038446/ENSMUSG00000040383/ENSMUSG00000052488,C2,CP:KEGG,3
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,4,4/143,95/5055,0.8575941194236515,94176/17909/16331/18707,Dock2/Myo10/Inpp5d/Pik3cd,ENSMUSG00000020143/ENSMUSG00000022272/ENSMUSG00000026288/ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_CIRCADIAN_RHYTHM_MAMMAL,1,1/143,13/5055,0.8865664937782993,12953,Cry2,ENSMUSG00000068742,C2,CP:KEGG,3
KEGG_MELANOGENESIS,4,4/143,99/5055,0.8865664937782993,216795/16590/18797/14362,Wnt9a/Kit/Plcb3/Fzd1,ENSMUSG00000000126/ENSMUSG00000005672/ENSMUSG00000024960/ENSMUSG00000044674,C2,CP:KEGG,3
KEGG_CELL_ADHESION_MOLECULES_CAMS,5,5/143,129/5055,0.8865664937782993,20971/20969/241226/16728/19274,Sdc4/Sdc1/Itga8/L1cam/Ptprm,ENSMUSG00000017009/ENSMUSG00000020592/ENSMUSG00000026768/ENSMUSG00000031391/ENSMUSG00000033278,C2,CP:KEGG,3
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,1,1/143,15/5055,0.8978991390481006,53418,B4galt2,ENSMUSG00000028541,C2,CP:KEGG,3
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,1,1/143,15/5055,0.8978991390481006,20454,St3gal5,ENSMUSG00000056091,C2,CP:KEGG,3
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,1,1/143,16/5055,0.8978991390481006,270685,Mthfd1l,ENSMUSG00000040675,C2,CP:KEGG,3
KEGG_RENIN_ANGIOTENSIN_SYSTEM,1,1/143,17/5055,0.8978991390481006,11421,Ace,ENSMUSG00000020681,C2,CP:KEGG,3
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,1,1/143,21/5055,0.8978991390481006,54326,Elovl2,ENSMUSG00000021364,C2,CP:KEGG,3
KEGG_DORSO_VENTRAL_AXIS_FORMATION,1,1/143,22/5055,0.8978991390481006,18129,Notch2,ENSMUSG00000027878,C2,CP:KEGG,3
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,1,1/143,22/5055,0.8978991390481006,78752,Csgalnact2,ENSMUSG00000042042,C2,CP:KEGG,3
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,1,1/143,24/5055,0.8978991390481006,12494,Cd38,ENSMUSG00000029084,C2,CP:KEGG,3
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,1,1/143,25/5055,0.8978991390481006,27392,Pign,ENSMUSG00000056536,C2,CP:KEGG,3
KEGG_GALACTOSE_METABOLISM,1,1/143,26/5055,0.8978991390481006,53418,B4galt2,ENSMUSG00000028541,C2,CP:KEGG,3
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,1,1/143,26/5055,0.8978991390481006,23908,Hs2st1,ENSMUSG00000040151,C2,CP:KEGG,3
KEGG_HOMOLOGOUS_RECOMBINATION,1,1/143,27/5055,0.8978991390481006,21975,Top3a,ENSMUSG00000002814,C2,CP:KEGG,3
KEGG_RNA_POLYMERASE,1,1/143,27/5055,0.8978991390481006,70428,Polr3b,ENSMUSG00000034453,C2,CP:KEGG,3
KEGG_ABC_TRANSPORTERS,2,2/143,42/5055,0.8978991390481006,11303/11305,Abca1/Abca2,ENSMUSG00000015243/ENSMUSG00000026944,C2,CP:KEGG,3
KEGG_LYSINE_DEGRADATION,2,2/143,44/5055,0.8978991390481006,208266/239122,Dot1l/Setdb2,ENSMUSG00000061589/ENSMUSG00000071350,C2,CP:KEGG,3
KEGG_MTOR_SIGNALING_PATHWAY,2,2/143,52/5055,0.8978991390481006,22339/18707,Vegfa/Pik3cd,ENSMUSG00000023951/ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,2,2/143,53/5055,0.8978991390481006,11783/26399,Apaf1/Map2k6,ENSMUSG00000019979/ENSMUSG00000020623,C2,CP:KEGG,3
KEGG_HEDGEHOG_SIGNALING_PATHWAY,2,2/143,53/5055,0.8978991390481006,216795/103583,Wnt9a/Fbxw11,ENSMUSG00000000126/ENSMUSG00000020271,C2,CP:KEGG,3
KEGG_VIBRIO_CHOLERAE_INFECTION,2,2/143,53/5055,0.8978991390481006,50527/21871,Ero1l/Atp6v0a2,ENSMUSG00000021831/ENSMUSG00000038023,C2,CP:KEGG,3
KEGG_BASAL_CELL_CARCINOMA,2,2/143,55/5055,0.8978991390481006,216795/14362,Wnt9a/Fzd1,ENSMUSG00000000126/ENSMUSG00000044674,C2,CP:KEGG,3
KEGG_RNA_DEGRADATION,2,2/143,57/5055,0.8978991390481006,75901/234594,Dcp1a/Cnot1,ENSMUSG00000021962/ENSMUSG00000036550,C2,CP:KEGG,3
KEGG_ARACHIDONIC_ACID_METABOLISM,2,2/143,58/5055,0.8978991390481006,19225/64292,Ptgs2/Ptges,ENSMUSG00000032487/ENSMUSG00000050737,C2,CP:KEGG,3
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,2,2/143,63/5055,0.8978991390481006,26409/27215,Map3k7/Azi2,ENSMUSG00000028284/ENSMUSG00000039285,C2,CP:KEGG,3
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,3,3/143,74/5055,0.8978991390481006,16404/241226/20541,Itga7/Itga8/Slc8a1,ENSMUSG00000025348/ENSMUSG00000026768/ENSMUSG00000054640,C2,CP:KEGG,3
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,3,3/143,78/5055,0.8978991390481006,26399/16331/18707,Map2k6/Inpp5d/Pik3cd,ENSMUSG00000020623/ENSMUSG00000026288/ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_HEMATOPOIETIC_CELL_LINEAGE,3,3/143,81/5055,0.8978991390481006,16590/12494/12475,Kit/Cd38/Cd14,ENSMUSG00000005672/ENSMUSG00000029084/ENSMUSG00000051439,C2,CP:KEGG,3
KEGG_DILATED_CARDIOMYOPATHY,3,3/143,89/5055,0.8978991390481006,16404/241226/20541,Itga7/Itga8/Slc8a1,ENSMUSG00000025348/ENSMUSG00000026768/ENSMUSG00000054640,C2,CP:KEGG,3
KEGG_GNRH_SIGNALING_PATHWAY,3,3/143,97/5055,0.8978991390481006,26399/18797/20779,Map2k6/Plcb3/Src,ENSMUSG00000020623/ENSMUSG00000024960/ENSMUSG00000027646,C2,CP:KEGG,3
KEGG_OOCYTE_MEIOSIS,4,4/143,108/5055,0.8978991390481006,17222/103583/226849/105988,Anapc1/Fbxw11/Ppp2r5a/Espl1,ENSMUSG00000014355/ENSMUSG00000020271/ENSMUSG00000026626/ENSMUSG00000058290,C2,CP:KEGG,3
KEGG_TIGHT_JUNCTION,4,4/143,131/5055,0.8978991390481006,217325/20779/269587/17356,Llgl2/Src/Epb41/Afdn,ENSMUSG00000020782/ENSMUSG00000027646/ENSMUSG00000028906/ENSMUSG00000068036,C2,CP:KEGG,3
KEGG_INSULIN_SIGNALING_PATHWAY,4,4/143,135/5055,0.8978991390481006,16331/110094/107746/18707,Inpp5d/Phka2/Rapgef1/Pik3cd,ENSMUSG00000026288/ENSMUSG00000031295/ENSMUSG00000039844/ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,8,8/143,243/5055,0.8978991390481006,16590/17295/16153/16195/22339/20304/12771/21950,Kit/Met/Il10/Il6st/Vegfa/Ccl5/Ccr3/Tnfsf9,ENSMUSG00000005672/ENSMUSG00000009376/ENSMUSG00000016529/ENSMUSG00000021756/ENSMUSG00000023951/ENSMUSG00000035042/ENSMUSG00000035448/ENSMUSG00000035678,C2,CP:KEGG,3
KEGG_ASTHMA,1,1/143,29/5055,0.922303039478443,16153,Il10,ENSMUSG00000016529,C2,CP:KEGG,3
KEGG_BASE_EXCISION_REPAIR,1,1/143,33/5055,0.922303039478443,11545,Parp1,ENSMUSG00000026496,C2,CP:KEGG,3
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,1,1/143,33/5055,0.922303039478443,238505,Mtr,ENSMUSG00000021311,C2,CP:KEGG,3
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,1,1/143,34/5055,0.922303039478443,170768,Pfkfb3,ENSMUSG00000026773,C2,CP:KEGG,3
KEGG_DNA_REPLICATION,1,1/143,35/5055,0.922303039478443,327762,Dna2,ENSMUSG00000036875,C2,CP:KEGG,3
KEGG_ALLOGRAFT_REJECTION,1,1/143,37/5055,0.922303039478443,16153,Il10,ENSMUSG00000016529,C2,CP:KEGG,3
KEGG_SPHINGOLIPID_METABOLISM,1,1/143,39/5055,0.922303039478443,74442,Sgms2,ENSMUSG00000050931,C2,CP:KEGG,3
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,1,1/143,42/5055,0.922303039478443,18707,Pik3cd,ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_BLADDER_CANCER,1,1/143,42/5055,0.922303039478443,22339,Vegfa,ENSMUSG00000023951,C2,CP:KEGG,3
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,1,1/143,42/5055,0.922303039478443,16153,Il10,ENSMUSG00000016529,C2,CP:KEGG,3
KEGG_PROTEASOME,1,1/143,44/5055,0.922303039478443,103554,Psme4,ENSMUSG00000040850,C2,CP:KEGG,3
KEGG_STARCH_AND_SUCROSE_METABOLISM,1,1/143,45/5055,0.922303039478443,74185,Gbe1,ENSMUSG00000022707,C2,CP:KEGG,3
KEGG_AUTOIMMUNE_THYROID_DISEASE,1,1/143,47/5055,0.922303039478443,16153,Il10,ENSMUSG00000016529,C2,CP:KEGG,3
KEGG_TYPE_II_DIABETES_MELLITUS,1,1/143,47/5055,0.922303039478443,18707,Pik3cd,ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_GLUTATHIONE_METABOLISM,1,1/143,48/5055,0.922303039478443,14863,Gstm2,ENSMUSG00000040562,C2,CP:KEGG,3
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,1,1/143,49/5055,0.922303039478443,22436,Xdh,ENSMUSG00000024066,C2,CP:KEGG,3
KEGG_GLYCEROLIPID_METABOLISM,1,1/143,49/5055,0.922303039478443,227333,Dgkd,ENSMUSG00000070738,C2,CP:KEGG,3
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,2,2/143,67/5055,0.922303039478443,20848/16452,Stat3/Jak2,ENSMUSG00000004040/ENSMUSG00000024789,C2,CP:KEGG,3
KEGG_MELANOMA,2,2/143,71/5055,0.922303039478443,17295/18707,Met/Pik3cd,ENSMUSG00000009376/ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_CHRONIC_MYELOID_LEUKEMIA,2,2/143,73/5055,0.922303039478443,17127/18707,Smad3/Pik3cd,ENSMUSG00000032402/ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,2,2/143,76/5055,0.922303039478443,75320/227333,Etnk1/Dgkd,ENSMUSG00000030275/ENSMUSG00000070738,C2,CP:KEGG,3
KEGG_PEROXISOME,2,2/143,78/5055,0.922303039478443,18126/22436,Nos2/Xdh,ENSMUSG00000020826/ENSMUSG00000024066,C2,CP:KEGG,3
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,2,2/143,83/5055,0.922303039478443,17222/18707,Anapc1/Pik3cd,ENSMUSG00000014355/ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_TGF_BETA_SIGNALING_PATHWAY,2,2/143,84/5055,0.922303039478443,19651/17127,Rbl2/Smad3,ENSMUSG00000031666/ENSMUSG00000032402,C2,CP:KEGG,3
KEGG_GAP_JUNCTION,2,2/143,86/5055,0.922303039478443,18797/20779,Plcb3/Src,ENSMUSG00000024960/ENSMUSG00000027646,C2,CP:KEGG,3
KEGG_ERBB_SIGNALING_PATHWAY,2,2/143,87/5055,0.922303039478443,20779/18707,Src/Pik3cd,ENSMUSG00000027646/ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,3,3/143,113/5055,0.922303039478443,18797/213498/329251,Plcb3/Arhgef11/Ppp1r12b,ENSMUSG00000024960/ENSMUSG00000041977/ENSMUSG00000073557,C2,CP:KEGG,3
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,3,3/143,125/5055,0.922303039478443,107746/18707/16923,Rapgef1/Pik3cd/Sh2b3,ENSMUSG00000039844/ENSMUSG00000039936/ENSMUSG00000042594,C2,CP:KEGG,3
KEGG_ARGININE_AND_PROLINE_METABOLISM,1,1/143,52/5055,0.9270329521191937,18126,Nos2,ENSMUSG00000020826,C2,CP:KEGG,3
KEGG_ENDOMETRIAL_CANCER,1,1/143,52/5055,0.9270329521191937,18707,Pik3cd,ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,1,1/143,53/5055,0.9270329521191937,12475,Cd14,ENSMUSG00000051439,C2,CP:KEGG,3
KEGG_NON_SMALL_CELL_LUNG_CANCER,1,1/143,54/5055,0.9270329521191937,18707,Pik3cd,ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,1,1/143,63/5055,0.9376574463993118,14863,Gstm2,ENSMUSG00000040562,C2,CP:KEGG,3
KEGG_GLIOMA,1,1/143,64/5055,0.9376574463993118,18707,Pik3cd,ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,1,1/143,65/5055,0.9376574463993118,14863,Gstm2,ENSMUSG00000040562,C2,CP:KEGG,3
KEGG_LONG_TERM_POTENTIATION,1,1/143,68/5055,0.9376574463993118,18797,Plcb3,ENSMUSG00000024960,C2,CP:KEGG,3
KEGG_LONG_TERM_DEPRESSION,1,1/143,69/5055,0.9376574463993118,18797,Plcb3,ENSMUSG00000024960,C2,CP:KEGG,3
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,1,1/143,70/5055,0.9376574463993118,74145,F13a1,ENSMUSG00000039109,C2,CP:KEGG,3
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,2,2/143,114/5055,0.9376574463993118,18707/17356,Pik3cd/Afdn,ENSMUSG00000039936/ENSMUSG00000068036,C2,CP:KEGG,3
KEGG_LYSOSOME,2,2/143,119/5055,0.9376574463993118,11305/21871,Abca2/Atp6v0a2,ENSMUSG00000026944/ENSMUSG00000038023,C2,CP:KEGG,3
KEGG_ALZHEIMERS_DISEASE,3,3/143,160/5055,0.9376574463993118,11783/18797/12334,Apaf1/Plcb3/Capn2,ENSMUSG00000019979/ENSMUSG00000024960/ENSMUSG00000026509,C2,CP:KEGG,3
KEGG_HUNTINGTONS_DISEASE,3,3/143,172/5055,0.9376574463993118,11783/18797/20466,Apaf1/Plcb3/Sin3a,ENSMUSG00000019979/ENSMUSG00000024960/ENSMUSG00000042557,C2,CP:KEGG,3
KEGG_CARDIAC_MUSCLE_CONTRACTION,1,1/143,76/5055,0.9481840456736007,20541,Slc8a1,ENSMUSG00000054640,C2,CP:KEGG,3
KEGG_PYRIMIDINE_METABOLISM,1,1/143,95/5055,0.9859617540433928,70428,Polr3b,ENSMUSG00000034453,C2,CP:KEGG,3
KEGG_PURINE_METABOLISM,2,2/143,156/5055,0.9859617540433928,22436/70428,Xdh/Polr3b,ENSMUSG00000024066/ENSMUSG00000034453,C2,CP:KEGG,3
KEGG_PROSTATE_CANCER,1,1/143,102/5055,0.9865702509598884,18707,Pik3cd,ENSMUSG00000039936,C2,CP:KEGG,3
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,1,1/143,117/5055,0.9905388539268862,16153,Il10,ENSMUSG00000016529,C2,CP:KEGG,3
KEGG_PARKINSONS_DISEASE,1,1/143,123/5055,0.9905388539268862,11783,Apaf1,ENSMUSG00000019979,C2,CP:KEGG,3
KEGG_OXIDATIVE_PHOSPHORYLATION,1,1/143,127/5055,0.9905388539268862,21871,Atp6v0a2,ENSMUSG00000038023,C2,CP:KEGG,3
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,3,3/143,266/5055,0.9911464368245272,18436/64095/15466,P2rx1/Gpr35/Hrh2,ENSMUSG00000020787/ENSMUSG00000026271/ENSMUSG00000034987,C2,CP:KEGG,3
KEGG_OLFACTORY_TRANSDUCTION,1,1/143,337/5055,0.9999551550901598,320129,Grk3,ENSMUSG00000042249,C2,CP:KEGG,3
KEGG_INOSITOL_PHOSPHATE_METABOLISM,6,6/110,54/5055,0.0613713705821966,19211/30955/104015/18704/74769/69718,Pten/Pik3cg/Synj1/Pik3c2a/Pik3cb/Ipmk,ENSMUSG00000013663/ENSMUSG00000020573/ENSMUSG00000022973/ENSMUSG00000030660/ENSMUSG00000032462/ENSMUSG00000060733,C2,CP:KEGG,4
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,10,10/110,132/5055,0.0613713705821966,52563/16396/56228/99375/109161/22346/231380/100763/26374/242521,Cdc23/Itch/Ube2j1/Cul4a/Ube2q2/Vhl/Uba6/Ube3c/Cop1/Klhl9,ENSMUSG00000024370/ENSMUSG00000027598/ENSMUSG00000028277/ENSMUSG00000031446/ENSMUSG00000032307/ENSMUSG00000033933/ENSMUSG00000035898/ENSMUSG00000039000/ENSMUSG00000040782/ENSMUSG00000070923,C2,CP:KEGG,4
KEGG_O_GLYCAN_BIOSYNTHESIS,4,4/110,30/5055,0.11814547324148521,14423/108150/94192/272411,Galnt1/Galnt7/C1galt1/B3gnt6,ENSMUSG00000000420/ENSMUSG00000031608/ENSMUSG00000042460/ENSMUSG00000074004,C2,CP:KEGG,4
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,6,6/110,75/5055,0.11814547324148521,110524/19211/30955/104015/18704/74769,Dgkq/Pten/Pik3cg/Synj1/Pik3c2a/Pik3cb,ENSMUSG00000004815/ENSMUSG00000013663/ENSMUSG00000020573/ENSMUSG00000022973/ENSMUSG00000030660/ENSMUSG00000032462,C2,CP:KEGG,4
KEGG_ENDOCYTOSIS,10,10/110,182/5055,0.11814547324148521,19344/20479/78287/54189/74006/16396/18571/18759/67300/106572,Rab5b/Vps4b/Rbsn/Rabep1/Dnm1l/Itch/Pdcd6ip/Prkci/Cltc/Rab31,ENSMUSG00000000711/ENSMUSG00000009907/ENSMUSG00000014550/ENSMUSG00000020817/ENSMUSG00000022789/ENSMUSG00000027598/ENSMUSG00000032504/ENSMUSG00000037643/ENSMUSG00000047126/ENSMUSG00000056515,C2,CP:KEGG,4
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,11,11/110,210/5055,0.11814547324148521,12928/30955/19878/14163/16412/16410/20430/17698/74769/104099/330662,Crk/Pik3cg/Rock2/Fgd1/Itgb1/Itgav/Cyfip1/Msn/Pik3cb/Itga9/Dock1,ENSMUSG00000017776/ENSMUSG00000020573/ENSMUSG00000020580/ENSMUSG00000025265/ENSMUSG00000025809/ENSMUSG00000027087/ENSMUSG00000030447/ENSMUSG00000031207/ENSMUSG00000032462/ENSMUSG00000039115/ENSMUSG00000058325,C2,CP:KEGG,4
KEGG_APOPTOSIS,6,6/110,82/5055,0.1348623760664667,16151/12122/30955/19766/74769/19087,Ikbkg/Bid/Pik3cg/Ripk1/Pik3cb/Prkar2a,ENSMUSG00000004221/ENSMUSG00000004446/ENSMUSG00000020573/ENSMUSG00000021408/ENSMUSG00000032462/ENSMUSG00000032601,C2,CP:KEGG,4
KEGG_SMALL_CELL_LUNG_CANCER,6,6/110,83/5055,0.1348623760664667,16151/19211/30955/16412/16410/74769,Ikbkg/Pten/Pik3cg/Itgb1/Itgav/Pik3cb,ENSMUSG00000004221/ENSMUSG00000013663/ENSMUSG00000020573/ENSMUSG00000025809/ENSMUSG00000027087/ENSMUSG00000032462,C2,CP:KEGG,4
KEGG_FOCAL_ADHESION,10,10/110,197/5055,0.1351601798618657,19211/12928/30955/19878/16412/16410/74769/11855/104099/330662,Pten/Crk/Pik3cg/Rock2/Itgb1/Itgav/Pik3cb/Arhgap5/Itga9/Dock1,ENSMUSG00000013663/ENSMUSG00000017776/ENSMUSG00000020573/ENSMUSG00000020580/ENSMUSG00000025809/ENSMUSG00000027087/ENSMUSG00000032462/ENSMUSG00000035133/ENSMUSG00000039115/ENSMUSG00000058325,C2,CP:KEGG,4
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,7,7/110,114/5055,0.1394071099566822,30955/19878/16412/17698/74769/11855/26416,Pik3cg/Rock2/Itgb1/Msn/Pik3cb/Arhgap5/Mapk14,ENSMUSG00000020573/ENSMUSG00000020580/ENSMUSG00000025809/ENSMUSG00000031207/ENSMUSG00000032462/ENSMUSG00000035133/ENSMUSG00000053436,C2,CP:KEGG,4
KEGG_SELENOAMINO_ACID_METABOLISM,3,3/110,26/5055,0.18115650558469812,109079/229709/74340,Sephs1/Ahcyl1/Ahcyl2,ENSMUSG00000026662/ENSMUSG00000027893/ENSMUSG00000029772,C2,CP:KEGG,4
KEGG_RENAL_CELL_CARCINOMA,5,5/110,70/5055,0.18115650558469812,12928/30955/15251/74769/22346,Crk/Pik3cg/Hif1a/Pik3cb/Vhl,ENSMUSG00000017776/ENSMUSG00000020573/ENSMUSG00000021109/ENSMUSG00000032462/ENSMUSG00000033933,C2,CP:KEGG,4
KEGG_CHRONIC_MYELOID_LEUKEMIA,5,5/110,73/5055,0.19126833098635446,16151/21812/12928/30955/74769,Ikbkg/Tgfbr1/Crk/Pik3cg/Pik3cb,ENSMUSG00000004221/ENSMUSG00000007613/ENSMUSG00000017776/ENSMUSG00000020573/ENSMUSG00000032462,C2,CP:KEGG,4
KEGG_MTOR_SIGNALING_PATHWAY,4,4/110,52/5055,0.22124830931133585,30955/15251/74769/12283,Pik3cg/Hif1a/Pik3cb/Cab39,ENSMUSG00000020573/ENSMUSG00000021109/ENSMUSG00000032462/ENSMUSG00000036707,C2,CP:KEGG,4
KEGG_CIRCADIAN_RHYTHM_MAMMAL,2,2/110,13/5055,0.23476741017760216,12753/18627,Clock/Per2,ENSMUSG00000029238/ENSMUSG00000055866,C2,CP:KEGG,4
KEGG_PATHWAYS_IN_CANCER,13,13/110,337/5055,0.23476741017760216,16151/12122/17688/21812/19211/12928/30955/15251/16412/16410/74769/269209/22346,Ikbkg/Bid/Msh6/Tgfbr1/Pten/Crk/Pik3cg/Hif1a/Itgb1/Itgav/Pik3cb/Stk36/Vhl,ENSMUSG00000004221/ENSMUSG00000004446/ENSMUSG00000005370/ENSMUSG00000007613/ENSMUSG00000013663/ENSMUSG00000017776/ENSMUSG00000020573/ENSMUSG00000021109/ENSMUSG00000025809/ENSMUSG00000027087/ENSMUSG00000032462/ENSMUSG00000033276/ENSMUSG00000033933,C2,CP:KEGG,4
KEGG_BASAL_TRANSCRIPTION_FACTORS,3,3/110,34/5055,0.2597921465193762,83602/270627/319944,Gtf2a1/Taf1/Taf2,ENSMUSG00000020962/ENSMUSG00000031314/ENSMUSG00000037343,C2,CP:KEGG,4
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,2,2/110,15/5055,0.27312334664618804,211347/74450,Pank3/Pank2,ENSMUSG00000018846/ENSMUSG00000037514,C2,CP:KEGG,4
KEGG_RIBOFLAVIN_METABOLISM,2,2/110,16/5055,0.27701227226837116,219135/54391,Mtmr6/Rfk,ENSMUSG00000021987/ENSMUSG00000024712,C2,CP:KEGG,4
